basis,gsd.err,Low|Moderate,Moderate|High
Cases,2.04870969612788,5.02288520832815,67.3029884199457
Positivity,1.95618280208699,0.704493830035056,5.68479631178045
Positivity.1,2.28895178257937,2.8351157442188,100
Positivity.2,2.18231502282301,0.528655967854849,12.4227478035309
Positivity.3,1.82851030939583,0,3.66110206457906
